sr_id,customer_id,product_id,sr_description,sr_open_date,sr_close_date,sr_type,channel,sr_cust_feedback,Feedback type,"Feedback Severity (Low, Medium, High)"
1483,67,2779,Private Car Insurance motor insurance Product Support,3/4/2017 0:00,3/4/2017 0:00,Product Support,Net Banking,satisfied with the customer support ,,
114,67,3921,New Car Loan car loan Product Support,3/4/2017 0:00,3/4/2017 0:00,Product Support,Branch,satisfied with the customer support ,,
2097,117,676,National Home Loan home loan Complaint,3/2/2017 0:00,3/2/2017 0:00,Complaint,Branch,Relationship manager was prompt. Addressed the issue and reverted the service charges,,
1231,117,676,National Home Loan home loan Product Support,3/2/2017 0:00,3/2/2017 0:00,Product Support,Net Banking,satisfied with the customer support ,,
1893,982,1236,SavingsMax Account savings account Complaint,3/2/2017 0:00,3/4/2017 0:00,Complaint,Branch,Horrible service. Bank least bothered about customer,,
795,982,1236,SavingsMax Account savings account Enquiry,3/2/2017 0:00,3/4/2017 0:00,Enquiry,Branch,Horrible service. Bank least bothered about customer,,
2057,113,1080,Super Saver Facility fixed deposit Product Support,4/2/2016 0:00,4/2/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
2719,732,381,National Home Loan home loan Product Support,2/28/2017 0:00,3/1/2017 0:00,Product Support,Net Banking,satisfactory service. Service can be improved,,
1026,120,2291,Super Saver Facility fixed deposit Enquiry,11/12/2015 0:00,11/12/2015 0:00,Enquiry,Branch,satisfied with the customer support ,,
411,587,4515,Ergo Home Insurance home insurance Enquiry,2/28/2017 0:00,2/28/2017 0:00,Enquiry,Branch,satisfied with the customer support ,,
1703,343,128,SavingsMax Account savings account Product Support,2/28/2017 0:00,2/28/2017 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
2796,343,235,Secure Personal Loan Personal Loan Enquiry,2/28/2017 0:00,2/28/2017 0:00,Enquiry,Branch,satisfied with the customer support ,,
1820,343,235,Secure Personal Loan Personal Loan Complaint,2/28/2017 0:00,2/28/2017 0:00,Complaint,Phone Banking,Satisfied. Offered some freebees,,
1009,343,3557,New Car Loan car loan Product Support,2/28/2017 0:00,2/28/2017 0:00,Product Support,Net Banking,satisfied with the customer support ,,
457,343,3557,New Car Loan car loan Complaint,2/28/2017 0:00,2/28/2017 0:00,Complaint,Net Banking,Satisfied. Offered some freebees,,
972,617,185,National Home Loan home loan Enquiry,2/27/2017 0:00,2/27/2017 0:00,Enquiry,Branch,satisfied with the customer support ,,
1274,617,3419,New Car Loan car loan Complaint,2/27/2017 0:00,2/27/2017 0:00,Complaint,Phone Banking,committed to serving the customers,,
2269,604,1957,SavingsMax Account savings account Product Support,2/26/2017 0:00,2/26/2017 0:00,Product Support,Net Banking,satisfied with the customer support ,,
72,604,1957,SavingsMax Account savings account Complaint,2/26/2017 0:00,2/26/2017 0:00,Complaint,Branch,committed to serving the customers,,
326,120,3480,Regular Fixed Deposit fixed deposit Enquiry,2/19/2017 0:00,2/19/2017 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
1970,604,4974,Private Car Insurance motor insurance Enquiry,2/26/2017 0:00,2/26/2017 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
2782,80,1347,National Home Loan home loan Product Support,2/26/2017 0:00,2/26/2017 0:00,Product Support,Net Banking,satisfied with the customer support ,,
1588,13,35,National Life Cancer Care life insurance Enquiry,2/26/2017 0:00,2/26/2017 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
1776,864,2525,Private Car Insurance motor insurance Enquiry,2/24/2017 0:00,2/25/2017 0:00,Enquiry,Branch,Should have competitive interest rates compared to other bank,,
1937,864,553,Private Car Insurance motor insurance Product Support,2/24/2017 0:00,2/25/2017 0:00,Product Support,Phone Banking,Should have competitive interest rates compared to other bank,,
1518,605,4677,SavingsMax Account savings account Complaint,2/23/2017 0:00,2/23/2017 0:00,Complaint,Branch,committed to serving the customers,,
1336,611,3363,Private Car Insurance motor insurance Complaint,2/21/2017 0:00,2/21/2017 0:00,Complaint,Net Banking,committed to serving the customers,,
2987,611,1924,National Home Loan home loan Enquiry,2/21/2017 0:00,2/21/2017 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
1649,611,1924,National Home Loan home loan Product Support,2/21/2017 0:00,2/21/2017 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
2967,611,4489,Individual Personal Accident Plan health insurance Product Support,2/21/2017 0:00,2/21/2017 0:00,Product Support,Branch,satisfied with the customer support ,,
1463,611,4489,Individual Personal Accident Plan health insurance Product Support,2/21/2017 0:00,2/21/2017 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
743,611,4489,Individual Personal Accident Plan health insurance Complaint,2/21/2017 0:00,2/21/2017 0:00,Complaint,Phone Banking,committed to serving the customers,,
2549,114,4772,Foreign Education Loan educational loan Enquiry,2/20/2017 0:00,2/20/2017 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
2819,124,3821,Sweep In Facility fixed deposit Product Support,4/11/2014 0:00,4/11/2014 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
2911,124,4279,Sweep In Facility fixed deposit Enquiry,5/11/2014 0:00,5/11/2014 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
2361,470,1752,Private Car Insurance motor insurance Product Support,2/18/2017 0:00,2/18/2017 0:00,Product Support,Branch,satisfied with the customer support ,,
103,397,3707,SavingsMax Account savings account Product Support,2/18/2017 0:00,2/18/2017 0:00,Product Support,Net Banking,satisfied with the customer support ,,
1681,397,3359,SavingsMax Account current account Complaint,2/18/2017 0:00,2/18/2017 0:00,Complaint,Net Banking,Satisfied. Offered some freebees,,
1653,999,2772,Foreign Education Loan educational loan Product Support,2/18/2017 0:00,2/20/2017 0:00,Product Support,Branch,Horrible service. Bank least bothered about customer,,
1394,828,3584,SavingsMax Account savings account Complaint,2/18/2017 0:00,2/19/2017 0:00,Complaint,Phone Banking,Average service. Need quicker resolution to my problem,,
2541,828,562,Private Car Insurance motor insurance Product Support,2/18/2017 0:00,2/19/2017 0:00,Product Support,Branch,Average service. Need quicker resolution to my problem,,
1941,168,1409,New Car Loan car loan Complaint,2/17/2017 0:00,2/17/2017 0:00,Complaint,Branch,quick turnaround in addressing the complaint. Happy with the customer service,,
1366,168,1409,New Car Loan car loan Product Support,2/17/2017 0:00,2/17/2017 0:00,Product Support,Net Banking,satisfied with the customer support ,,
2189,183,1614,Individual Personal Accident Plan health insurance Product Support,2/17/2017 0:00,2/17/2017 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
1088,183,4411,Individual Personal Accident Plan health insurance Complaint,2/17/2017 0:00,2/17/2017 0:00,Complaint,Phone Banking,quick turnaround in addressing the complaint. Happy with the customer service,,
970,131,1384,Sweep In Facility fixed deposit Complaint,2/23/2014 0:00,2/23/2014 0:00,Complaint,Net Banking,Relationship manager was prompt. Addressed the issue and reverted the service charges,,
163,719,200,Ergo Home Insurance home insurance Product Support,2/17/2017 0:00,2/18/2017 0:00,Product Support,Net Banking,satisfactory service. Service can be improved,,
2176,752,4320,SavingsMax Account savings account Complaint,2/16/2017 0:00,2/17/2017 0:00,Complaint,Net Banking,Case can be closed. Service can be a notch higher,,
826,752,4320,SavingsMax Account savings account Product Support,2/16/2017 0:00,2/17/2017 0:00,Product Support,Net Banking,Case can be closed. Service can be a notch higher,,
765,752,4320,SavingsMax Account savings account Product Support,2/16/2017 0:00,2/17/2017 0:00,Product Support,Branch,Case can be closed. Service can be a notch higher,,
2196,132,3147,Regular Fixed Deposit fixed deposit Complaint,4/18/2016 0:00,4/18/2016 0:00,Complaint,Branch,Relationship manager was prompt. Addressed the issue and reverted the service charges,,
2945,536,3235,Secure Personal Loan Personal Loan Product Support,2/16/2017 0:00,2/16/2017 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
2266,140,1653,Super Saver Facility fixed deposit Complaint,9/29/2015 0:00,9/29/2015 0:00,Complaint,Net Banking,Relationship manager was prompt. Addressed the issue and reverted the service charges,,
2515,847,4327,National Home Loan home loan Enquiry,2/15/2017 0:00,2/16/2017 0:00,Enquiry,Net Banking,Average service. Need quicker resolution to my problem,,
1953,347,3990,Secure Personal Loan Personal Loan Enquiry,2/13/2017 0:00,2/13/2017 0:00,Enquiry,Branch,satisfied with the customer support ,,
1488,354,2468,SavingsMax Account savings account Complaint,2/13/2017 0:00,2/13/2017 0:00,Complaint,Branch,Satisfied. Offered some freebees,,
84,354,2468,SavingsMax Account savings account Product Support,2/13/2017 0:00,2/13/2017 0:00,Product Support,Branch,satisfied with the customer support ,,
2731,304,4426,Private Car Insurance motor insurance Enquiry,2/13/2017 0:00,2/13/2017 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
2180,161,1669,Ergo Home Insurance home insurance Enquiry,2/12/2017 0:00,2/12/2017 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
1902,932,3903,Ergo Home Insurance home insurance Complaint,2/12/2017 0:00,2/14/2017 0:00,Complaint,Branch,Interest Rates are high compared to other banks. Thinking of switching to another bank.,,
82,921,2188,New Car Loan car loan Complaint,2/12/2017 0:00,2/14/2017 0:00,Complaint,Net Banking,Very disappointed. Very High service charges.,,
2668,389,4913,SavingsMax Account savings account Product Support,2/10/2017 0:00,2/10/2017 0:00,Product Support,Net Banking,satisfied with the customer support ,,
323,561,2555,SavingsMax Account savings account Complaint,2/10/2017 0:00,2/10/2017 0:00,Complaint,Phone Banking,committed to serving the customers,,
2264,561,2211,Secure Personal Loan Personal Loan Product Support,2/10/2017 0:00,2/10/2017 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
296,561,1268,New Car Loan car loan Complaint,2/10/2017 0:00,2/10/2017 0:00,Complaint,Phone Banking,committed to serving the customers,,
802,979,2694,National Life Cancer Care life insurance Product Support,2/9/2017 0:00,2/11/2017 0:00,Product Support,Net Banking,Horrible service. Bank least bothered about customer,,
421,979,2694,National Life Cancer Care life insurance Complaint,2/9/2017 0:00,2/11/2017 0:00,Complaint,Net Banking,Horrible service. Bank least bothered about customer,,
2491,493,4526,National Life Cancer Care life insurance Product Support,2/9/2017 0:00,2/9/2017 0:00,Product Support,Net Banking,satisfied with the customer support ,,
2370,418,1247,Secure Personal Loan Personal Loan Complaint,2/9/2017 0:00,2/9/2017 0:00,Complaint,Branch,bank official addressed my complaints to my expectation,,
1642,418,1247,Secure Personal Loan Personal Loan Enquiry,2/9/2017 0:00,2/9/2017 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
793,140,2605,Super Saver Facility fixed deposit Product Support,10/22/2014 0:00,10/22/2014 0:00,Product Support,Net Banking,satisfied with the customer support ,,
213,140,2605,Super Saver Facility fixed deposit Enquiry,9/12/2015 0:00,9/12/2015 0:00,Enquiry,Branch,satisfied with the customer support ,,
2577,418,4520,Individual Personal Accident Plan health insurance Complaint,2/9/2017 0:00,2/9/2017 0:00,Complaint,Branch,bank official addressed my complaints to my expectation,,
1531,822,4825,Individual Personal Accident Plan health insurance Enquiry,2/8/2017 0:00,2/9/2017 0:00,Enquiry,Net Banking,Average service. Need quicker resolution to my problem,,
729,822,4825,Individual Personal Accident Plan health insurance Product Support,2/8/2017 0:00,2/9/2017 0:00,Product Support,Branch,Average service. Need quicker resolution to my problem,,
360,606,3984,Individual Personal Accident Plan health insurance Complaint,2/6/2017 0:00,2/6/2017 0:00,Complaint,Branch,committed to serving the customers,,
184,157,3735,Super Saver Facility fixed deposit Product Support,3/10/2016 0:00,3/10/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
2793,337,2511,Foreign Education Loan educational loan Complaint,2/4/2017 0:00,2/4/2017 0:00,Complaint,Branch,Satisfied. Offered some freebees,,
893,359,2860,Private Car Insurance motor insurance Complaint,2/2/2017 0:00,2/2/2017 0:00,Complaint,Phone Banking,Satisfied. Offered some freebees,,
1008,725,2161,Ergo Home Insurance home insurance Enquiry,2/2/2017 0:00,2/3/2017 0:00,Enquiry,Branch,satisfactory service. Service can be improved,,
860,725,2161,Ergo Home Insurance home insurance Product Support,2/2/2017 0:00,2/3/2017 0:00,Product Support,Phone Banking,satisfactory service. Service can be improved,,
1165,164,336,Super Saver Facility fixed deposit Product Support,7/21/2015 0:00,7/21/2015 0:00,Product Support,Net Banking,satisfied with the customer support ,,
2261,169,1950,Regular Fixed Deposit fixed deposit Enquiry,9/4/2016 0:00,9/4/2016 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
1867,169,1950,Regular Fixed Deposit fixed deposit Complaint,9/4/2016 0:00,9/4/2016 0:00,Complaint,Net Banking,quick turnaround in addressing the complaint. Happy with the customer service,,
293,372,70,National Life Cancer Care life insurance Product Support,2/1/2017 0:00,2/1/2017 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
1954,452,3426,Private Car Insurance motor insurance Complaint,1/31/2017 0:00,1/31/2017 0:00,Complaint,Net Banking,bank official addressed my complaints to my expectation,,
1064,345,4459,National Home Loan home loan Product Support,1/30/2017 0:00,1/30/2017 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
622,345,4459,National Home Loan home loan Enquiry,1/30/2017 0:00,1/30/2017 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
2276,345,4639,SavingsMax Account savings account Complaint,1/30/2017 0:00,1/30/2017 0:00,Complaint,Phone Banking,Satisfied. Offered some freebees,,
254,973,3469,Private Car Insurance motor insurance Complaint,1/30/2017 0:00,2/1/2017 0:00,Complaint,Phone Banking,Horrible service. Bank least bothered about customer,,
1908,71,1559,Individual Personal Accident Plan health insurance Product Support,1/29/2017 0:00,1/29/2017 0:00,Product Support,Branch,satisfied with the customer support ,,
1695,218,2357,SavingsMax Account current account Complaint,1/26/2017 0:00,1/26/2017 0:00,Complaint,Branch,quick turnaround in addressing the complaint. Happy with the customer service,,
